source,event_id,raw_header_event_id,record_id,waveform_detail_id,stream,raw_filename,network_code,station_id,location_code,component,sampling_interval_s,usable_duration_s,original_units,normalized_units,ndata,parsed_sample_count,raw_duration_derivation,pga_cm_s2,source_header_pga_cm_s2,pga_g,event_date,event_time_utc,latitude,longitude,partition,source_url_or_access_reference,preprocessing_status,source_processing_type,source_quality_class,raw_sha256,processed_sha256,data_license,data_citation,raw_redistribution_allowed,eligibility_status,eligibility_reason
ESM,IT-2009-0121,IT-2009-0121,IT.PCB..HNN.D.IT-2009-0121.ACC.MP.ASC,,HNN,IT.PCB..HNN.D.IT-2009-0121.ACC.MP.ASC,IT,PCB,,horizontal acceleration,0.005,50.005,cm/s^2,m/s^2,10001,10001,explicit:DURATION_S,294.206818,294.206818,0.3000074622832465724788791279,2009-04-09,2009-04-09T00:52:59Z,42.489,13.351,training,https://esm-db.eu/esmws/eventdata/1/query?eventid=IT-2009-0121&catalog=ESM&network=IT&station=PCB&location=&channel=HN%2A&format=ascii&processing-type=MP&data-type=ACC&quality-class=GOOD,source_processed:MP;project_unit_normalized:cm/s^2->m/s^2,MP,GOOD,bfaae6f4723bff335d8336e5ff8444ba10cd77f577bd111c188842602733319a,8c8ee8358055651db05672344b8fdbe883900042b6d1273dbb9d9037f640128d,CC-BY3_0-IT (http://creativecommons.org/licenses/by/3.0/deed.en),"Mascandola C., Felicetta C., Russo E., Luzi L., Lanzano G., Sgobba S., Brunelli G., Ramadan F., Pacor F., ORFEUS Strong-Motion SMC (2026). Engineering Strong Motion Database (ESM), version 3.0. Istituto Nazionale di Geofisica e Vulcanologia (INGV). https://doi.org/10.13127/esm.3",false,eligible,
ESM,IT-2009-0121,IT-2009-0121,IT.AQV..HNE.D.IT-2009-0121.ACC.MP.ASC,,HNE,IT.AQV..HNE.D.IT-2009-0121.ACC.MP.ASC,IT,AQV,,horizontal acceleration,0.005,83,cm/s^2,m/s^2,16600,16600,explicit:DURATION_S,152.464783,152.464783,0.1554708111332616132930205524,2009-04-09,2009-04-09T00:52:59Z,42.489,13.351,training,https://esm-db.eu/esmws/eventdata/1/query?eventid=IT-2009-0121&catalog=ESM&network=IT&station=AQV&location=&channel=HN%2A&format=ascii&processing-type=MP&data-type=ACC&quality-class=GOOD,source_processed:MP;project_unit_normalized:cm/s^2->m/s^2,MP,GOOD,c9c113f26ad7a428feb9b0050c4effe79b775f2293b46dd6409cba065d7f2db4,fae9fea868482b652c74b951f67404f3bf14c5036982237ab0cd57b526d643bb,CC-BY3_0-IT (http://creativecommons.org/licenses/by/3.0/deed.en),"Mascandola C., Felicetta C., Russo E., Luzi L., Lanzano G., Sgobba S., Brunelli G., Ramadan F., Pacor F., ORFEUS Strong-Motion SMC (2026). Engineering Strong Motion Database (ESM), version 3.0. Istituto Nazionale di Geofisica e Vulcanologia (INGV). https://doi.org/10.13127/esm.3",false,eligible,
ESM,IT-2009-0121,IT-2009-0121,IT.PCB..HNE.D.IT-2009-0121.ACC.MP.ASC,,HNE,IT.PCB..HNE.D.IT-2009-0121.ACC.MP.ASC,IT,PCB,,horizontal acceleration,0.005,50.005,cm/s^2,m/s^2,10001,10001,explicit:DURATION_S,202.21109,202.21109,0.206197926916939015871882855,2009-04-09,2009-04-09T00:52:59Z,42.489,13.351,training,https://esm-db.eu/esmws/eventdata/1/query?eventid=IT-2009-0121&catalog=ESM&network=IT&station=PCB&location=&channel=HN%2A&format=ascii&processing-type=MP&data-type=ACC&quality-class=GOOD,source_processed:MP;project_unit_normalized:cm/s^2->m/s^2,MP,GOOD,4f0fda1d41c34b00de215799f4f41adc4ad9c8b17c1d7dfb1cc8f81f27a47701,04290723c4361a3ef1d437c646aad2c199cdab5c99fbe7c69b0d83e45120e20f,CC-BY3_0-IT (http://creativecommons.org/licenses/by/3.0/deed.en),"Mascandola C., Felicetta C., Russo E., Luzi L., Lanzano G., Sgobba S., Brunelli G., Ramadan F., Pacor F., ORFEUS Strong-Motion SMC (2026). Engineering Strong Motion Database (ESM), version 3.0. Istituto Nazionale di Geofisica e Vulcanologia (INGV). https://doi.org/10.13127/esm.3",false,eligible,
ESM,IT-2012-0010,IT-2012-0010,5G.T0819..HNN.D.IT-2012-0010.ACC.MP.ASC,,HNN,5G.T0819..HNN.D.IT-2012-0010.ACC.MP.ASC,5G,T0819,,horizontal acceleration,0.005,60.005,cm/s^2,m/s^2,12001,12001,explicit:DURATION_S,245.38266,245.38266,0.2502206767856505534509745938,2012-05-29,2012-05-29T10:55:56Z,44.8652,10.9795,training,https://esm-db.eu/esmws/eventdata/1/query?eventid=IT-2012-0010&catalog=ESM&network=5G&station=T0819&location=&channel=HN%2A&format=ascii&processing-type=MP&data-type=ACC&quality-class=BEST,source_processed:MP;project_unit_normalized:cm/s^2->m/s^2,MP,BEST,46bf471ee4f010ca6c141f5b00d2de9e4b0b2022641556d911cb118095c593cc,5952983c1a5d0eba39a744fd4ba004e742a8958b62ddbf4e4be717b5033dc90b,CC-BY4_0 (http://creativecommons.org/licenses/by/4.0/),"Mascandola C., Felicetta C., Russo E., Luzi L., Lanzano G., Sgobba S., Brunelli G., Ramadan F., Pacor F., ORFEUS Strong-Motion SMC (2026). Engineering Strong Motion Database (ESM), version 3.0. Istituto Nazionale di Geofisica e Vulcanologia (INGV). https://doi.org/10.13127/esm.3",false,eligible,
ESM,IT-2012-0010,IT-2012-0010,IT.MRN..HNN.D.IT-2012-0010.ACC.MP.ASC,,HNN,IT.MRN..HNN.D.IT-2012-0010.ACC.MP.ASC,IT,MRN,,horizontal acceleration,0.005,119.85,cm/s^2,m/s^2,23970,23970,explicit:DURATION_S,197.841721,197.841721,0.2017424105071558585245726114,2012-05-29,2012-05-29T10:55:56Z,44.8652,10.9795,training,https://esm-db.eu/esmws/eventdata/1/query?eventid=IT-2012-0010&catalog=ESM&network=IT&station=MRN&location=&channel=HN%2A&format=ascii&processing-type=MP&data-type=ACC&quality-class=GOOD,source_processed:MP;project_unit_normalized:cm/s^2->m/s^2,MP,GOOD,d48d939f5239df39cad4499051a93a6e3d739cd0bccf20c1c5f2985e4f2dfb23,1f2b279a6da5b2229603bced07d88c144d0b9b90a8f649c7c9ac62d5987ebdd4,CC-BY3_0-IT (http://creativecommons.org/licenses/by/3.0/deed.en),"Mascandola C., Felicetta C., Russo E., Luzi L., Lanzano G., Sgobba S., Brunelli G., Ramadan F., Pacor F., ORFEUS Strong-Motion SMC (2026). Engineering Strong Motion Database (ESM), version 3.0. Istituto Nazionale di Geofisica e Vulcanologia (INGV). https://doi.org/10.13127/esm.3",false,eligible,
ESM,IT-2012-0010,IT-2012-0010,TV.MIR01..HNN.D.IT-2012-0010.ACC.MP.ASC,,HNN,TV.MIR01..HNN.D.IT-2012-0010.ACC.MP.ASC,TV,MIR01,,horizontal acceleration,0.005,100.005,cm/s^2,m/s^2,20001,20001,explicit:DURATION_S,254.333796,254.333796,0.2593482952894209541484604834,2012-05-29,2012-05-29T10:55:56Z,44.8652,10.9795,training,https://esm-db.eu/esmws/eventdata/1/query?eventid=IT-2012-0010&catalog=ESM&network=TV&station=MIR01&location=&channel=HN%2A&format=ascii&processing-type=MP&data-type=ACC&quality-class=GOOD,source_processed:MP;project_unit_normalized:cm/s^2->m/s^2,MP,GOOD,0d09a93d0284c522b21cfa58bf77a3734488adf15b9e4cf22d58ac4357739eff,52c9493766ad55ef034b6586f38297e86ae19dc9c6eb45ce7a1d5a80055f2532,CC-BY4_0 (http://creativecommons.org/licenses/by/4.0/),"Mascandola C., Felicetta C., Russo E., Luzi L., Lanzano G., Sgobba S., Brunelli G., Ramadan F., Pacor F., ORFEUS Strong-Motion SMC (2026). Engineering Strong Motion Database (ESM), version 3.0. Istituto Nazionale di Geofisica e Vulcanologia (INGV). https://doi.org/10.13127/esm.3",false,eligible,
ESM,IT-2012-0010,IT-2012-0010,5G.T0814..HNE.D.IT-2012-0010.ACC.MP.ASC,,HNE,5G.T0814..HNE.D.IT-2012-0010.ACC.MP.ASC,5G,T0814,,horizontal acceleration,0.005,100.005,cm/s^2,m/s^2,20001,20001,explicit:DURATION_S,237.931763,237.931763,0.2426228763135219468421938175,2012-05-29,2012-05-29T10:55:56Z,44.8652,10.9795,training,https://esm-db.eu/esmws/eventdata/1/query?eventid=IT-2012-0010&catalog=ESM&network=5G&station=T0814&location=&channel=HN%2A&format=ascii&processing-type=MP&data-type=ACC&quality-class=GOOD,source_processed:MP;project_unit_normalized:cm/s^2->m/s^2,MP,GOOD,95e3451697b79d18e03b5dddc62342501e818dece0e6d83fc69833f1ccac5360,1f4525bba0dc00eb22ce2f196bd65f80240f2a2a1dda854055b5995186784d96,CC-BY4_0 (http://creativecommons.org/licenses/by/4.0/),"Mascandola C., Felicetta C., Russo E., Luzi L., Lanzano G., Sgobba S., Brunelli G., Ramadan F., Pacor F., ORFEUS Strong-Motion SMC (2026). Engineering Strong Motion Database (ESM), version 3.0. Istituto Nazionale di Geofisica e Vulcanologia (INGV). https://doi.org/10.13127/esm.3",false,eligible,
ESM,EMSC-20161026_0000133,EMSC-20161026_0000133,IT.CMI..HGN.D.EMSC-20161026_0000133.ACC.MP.ASC,,HGN,IT.CMI..HGN.D.EMSC-20161026_0000133.ACC.MP.ASC,IT,CMI,,horizontal acceleration,0.005,43.44,cm/s^2,m/s^2,8688,8688,explicit:DURATION_S,202.937576,202.937576,0.2069387364696404990491146314,2016-10-26,2016-10-26T21:42:02Z,42.8701,13.1272,training,https://esm-db.eu/esmws/eventdata/1/query?eventid=EMSC-20161026_0000133&catalog=ESM&network=IT&station=CMI&location=&channel=HG%2A&format=ascii&processing-type=MP&data-type=ACC&quality-class=GOOD,source_processed:MP;project_unit_normalized:cm/s^2->m/s^2,MP,GOOD,80b3862585916a87de1876b5c9458c47446c91cfe34e67733972cf0df1a9d37c,164ffa4dd71515dfc916b1839bb8c98593290c8b493cfbed7d49ffdde8c6efda,CC-BY3_0-IT (http://creativecommons.org/licenses/by/3.0/deed.en),"Mascandola C., Felicetta C., Russo E., Luzi L., Lanzano G., Sgobba S., Brunelli G., Ramadan F., Pacor F., ORFEUS Strong-Motion SMC (2026). Engineering Strong Motion Database (ESM), version 3.0. Istituto Nazionale di Geofisica e Vulcanologia (INGV). https://doi.org/10.13127/esm.3",false,eligible,
ESM,EMSC-20161026_0000133,EMSC-20161026_0000133,IT.CMI..HGE.D.EMSC-20161026_0000133.ACC.MP.ASC,,HGE,IT.CMI..HGE.D.EMSC-20161026_0000133.ACC.MP.ASC,IT,CMI,,horizontal acceleration,0.005,43.44,cm/s^2,m/s^2,8688,8688,explicit:DURATION_S,208.109955,208.109955,0.2122130951956070625544910851,2016-10-26,2016-10-26T21:42:02Z,42.8701,13.1272,training,https://esm-db.eu/esmws/eventdata/1/query?eventid=EMSC-20161026_0000133&catalog=ESM&network=IT&station=CMI&location=&channel=HG%2A&format=ascii&processing-type=MP&data-type=ACC&quality-class=GOOD,source_processed:MP;project_unit_normalized:cm/s^2->m/s^2,MP,GOOD,0d7f2114b67cdb1d34064a8903d364393d6c976d17ed0cdcdcf2526906170d9d,ac6a3457913375a3b9d8f5cc3e21ea155099a05f9525f5f264b15655a9d1061e,CC-BY3_0-IT (http://creativecommons.org/licenses/by/3.0/deed.en),"Mascandola C., Felicetta C., Russo E., Luzi L., Lanzano G., Sgobba S., Brunelli G., Ramadan F., Pacor F., ORFEUS Strong-Motion SMC (2026). Engineering Strong Motion Database (ESM), version 3.0. Istituto Nazionale di Geofisica e Vulcanologia (INGV). https://doi.org/10.13127/esm.3",false,eligible,
ESM,EMSC-20161026_0000133,EMSC-20161026_0000133,8P.T1245..HNE.D.EMSC-20161026_0000133.ACC.MP.ASC,,HNE,8P.T1245..HNE.D.EMSC-20161026_0000133.ACC.MP.ASC,8P,T1245,,horizontal acceleration,0.005,63.2,cm/s^2,m/s^2,12640,12640,explicit:DURATION_S,229.573364,229.573364,0.2340996813386834443974241968,2016-10-26,2016-10-26T21:42:02Z,42.8701,13.1272,training,https://esm-db.eu/esmws/eventdata/1/query?eventid=EMSC-20161026_0000133&catalog=ESM&network=8P&station=T1245&location=&channel=HN%2A&format=ascii&processing-type=MP&data-type=ACC&quality-class=GOOD,source_processed:MP;project_unit_normalized:cm/s^2->m/s^2,MP,GOOD,8368fe98412547fc96112fbe8b305cb425d1d9ff32fa9f5f2eb7dec661866ace,ee967e0ab8309c137700b3d3a236175fb12e5d8a2c90d69cc73d64dd672fa3ac,CC-BY4_0 (http://creativecommons.org/licenses/by/4.0/),"Mascandola C., Felicetta C., Russo E., Luzi L., Lanzano G., Sgobba S., Brunelli G., Ramadan F., Pacor F., ORFEUS Strong-Motion SMC (2026). Engineering Strong Motion Database (ESM), version 3.0. Istituto Nazionale di Geofisica e Vulcanologia (INGV). https://doi.org/10.13127/esm.3",false,eligible,
ESM,EMSC-20161026_0000133,EMSC-20161026_0000133,IT.CNE..HGN.D.EMSC-20161026_0000133.ACC.MP.ASC,,HGN,IT.CNE..HGN.D.EMSC-20161026_0000133.ACC.MP.ASC,IT,CNE,,horizontal acceleration,0.005,43.345,cm/s^2,m/s^2,8669,8669,explicit:DURATION_S,166.012741,166.012741,0.1692858835586056400503739809,2016-10-26,2016-10-26T21:42:02Z,42.8701,13.1272,training,https://esm-db.eu/esmws/eventdata/1/query?eventid=EMSC-20161026_0000133&catalog=ESM&network=IT&station=CNE&location=&channel=HG%2A&format=ascii&processing-type=MP&data-type=ACC&quality-class=GOOD,source_processed:MP;project_unit_normalized:cm/s^2->m/s^2,MP,GOOD,21169f64d7087bd4d915afe0241da7458c17c9932c034fe74e648ab265bbc00d,bd7c7d13bb6bd5eff836a390f228556054266bea72f19898f00502b16eb0916d,CC-BY3_0-IT (http://creativecommons.org/licenses/by/3.0/deed.en),"Mascandola C., Felicetta C., Russo E., Luzi L., Lanzano G., Sgobba S., Brunelli G., Ramadan F., Pacor F., ORFEUS Strong-Motion SMC (2026). Engineering Strong Motion Database (ESM), version 3.0. Istituto Nazionale di Geofisica e Vulcanologia (INGV). https://doi.org/10.13127/esm.3",false,eligible,
ESM,EMSC-20161026_0000077,EMSC-20161026_0000077,8P.T1212..HNE.D.EMSC-20161026_0000077.ACC.MP.ASC,,HNE,8P.T1212..HNE.D.EMSC-20161026_0000077.ACC.MP.ASC,8P,T1212,,horizontal acceleration,0.005,35.555,cm/s^2,m/s^2,7111,7111,explicit:DURATION_S,176.708481,176.708481,0.1801925030464021862715606247,2016-10-26,2016-10-26T17:10:37Z,42.8883,13.1397,training,https://esm-db.eu/esmws/eventdata/1/query?eventid=EMSC-20161026_0000077&catalog=ESM&network=8P&station=T1212&location=&channel=HN%2A&format=ascii&processing-type=MP&data-type=ACC&quality-class=GOOD,source_processed:MP;project_unit_normalized:cm/s^2->m/s^2,MP,GOOD,720da5d3c62eb02a57424423d7bf5affd892bed66a81d7b43dd350e4034722ef,213717ef1a17df832098fb7d7e4ada9ee54c4222eccb84c79e9cece96ed38af0,CC-BY4_0 (http://creativecommons.org/licenses/by/4.0/),"Mascandola C., Felicetta C., Russo E., Luzi L., Lanzano G., Sgobba S., Brunelli G., Ramadan F., Pacor F., ORFEUS Strong-Motion SMC (2026). Engineering Strong Motion Database (ESM), version 3.0. Istituto Nazionale di Geofisica e Vulcanologia (INGV). https://doi.org/10.13127/esm.3",false,eligible,
ESM,EMSC-20161026_0000077,EMSC-20161026_0000077,IT.MCV..HGE.D.EMSC-20161026_0000077.ACC.MP.ASC,,HGE,IT.MCV..HGE.D.EMSC-20161026_0000077.ACC.MP.ASC,IT,MCV,,horizontal acceleration,0.005,32.105,cm/s^2,m/s^2,6421,6421,explicit:DURATION_S,201.225037,201.225037,0.2051924326859834907945118873,2016-10-26,2016-10-26T17:10:37Z,42.8883,13.1397,training,https://esm-db.eu/esmws/eventdata/1/query?eventid=EMSC-20161026_0000077&catalog=ESM&network=IT&station=MCV&location=&channel=HG%2A&format=ascii&processing-type=MP&data-type=ACC&quality-class=GOOD,source_processed:MP;project_unit_normalized:cm/s^2->m/s^2,MP,GOOD,3045e3c208a44f156bd6e5dbc1289e2e2997ea46d45e0df08a9344d713ed834a,f776978f67c15107a6edc05574eaf4ce27df04ac7160881d69cd2aa3a33abaf6,CC-BY3_0-IT (http://creativecommons.org/licenses/by/3.0/deed.en),"Mascandola C., Felicetta C., Russo E., Luzi L., Lanzano G., Sgobba S., Brunelli G., Ramadan F., Pacor F., ORFEUS Strong-Motion SMC (2026). Engineering Strong Motion Database (ESM), version 3.0. Istituto Nazionale di Geofisica e Vulcanologia (INGV). https://doi.org/10.13127/esm.3",false,eligible,
ESM,EMSC-20161026_0000077,EMSC-20161026_0000077,IT.PRE..HGE.D.EMSC-20161026_0000077.ACC.MP.ASC,,HGE,IT.PRE..HGE.D.EMSC-20161026_0000077.ACC.MP.ASC,IT,PRE,,horizontal acceleration,0.005,38.42,cm/s^2,m/s^2,7684,7684,explicit:DURATION_S,170.653723,170.653723,0.1740183681481443714214334151,2016-10-26,2016-10-26T17:10:37Z,42.8883,13.1397,training,https://esm-db.eu/esmws/eventdata/1/query?eventid=EMSC-20161026_0000077&catalog=ESM&network=IT&station=PRE&location=&channel=HG%2A&format=ascii&processing-type=MP&data-type=ACC&quality-class=GOOD,source_processed:MP;project_unit_normalized:cm/s^2->m/s^2,MP,GOOD,c0aef1ef7e4743b1039458a118f44d08421f14da022633916b778b613514408c,c40d16b3f6c1d07f6764fe2c7550086f2a0b3712e3f3eb3a87b049c75f64a90d,CC-BY3_0-IT (http://creativecommons.org/licenses/by/3.0/deed.en),"Mascandola C., Felicetta C., Russo E., Luzi L., Lanzano G., Sgobba S., Brunelli G., Ramadan F., Pacor F., ORFEUS Strong-Motion SMC (2026). Engineering Strong Motion Database (ESM), version 3.0. Istituto Nazionale di Geofisica e Vulcanologia (INGV). https://doi.org/10.13127/esm.3",false,eligible,
ESM,EMSC-20161026_0000077,EMSC-20161026_0000077,IT.NOR..HGE.D.EMSC-20161026_0000077.ACC.MP.ASC,,HGE,IT.NOR..HGE.D.EMSC-20161026_0000077.ACC.MP.ASC,IT,NOR,,horizontal acceleration,0.005,52.165,cm/s^2,m/s^2,10433,10433,explicit:DURATION_S,157.406235,157.406235,0.1605096898533138227631250223,2016-10-26,2016-10-26T17:10:37Z,42.8883,13.1397,training,https://esm-db.eu/esmws/eventdata/1/query?eventid=EMSC-20161026_0000077&catalog=ESM&network=IT&station=NOR&location=&channel=HG%2A&format=ascii&processing-type=MP&data-type=ACC&quality-class=GOOD,source_processed:MP;project_unit_normalized:cm/s^2->m/s^2,MP,GOOD,00a9c99f70e25819fdfa2bcca41df182c7938862f3c669349abdde9364787bfd,1adbf906cf7086617a909902db25313f47822dea14d858e7c2678a125bc0a834,CC-BY3_0-IT (http://creativecommons.org/licenses/by/3.0/deed.en),"Mascandola C., Felicetta C., Russo E., Luzi L., Lanzano G., Sgobba S., Brunelli G., Ramadan F., Pacor F., ORFEUS Strong-Motion SMC (2026). Engineering Strong Motion Database (ESM), version 3.0. Istituto Nazionale di Geofisica e Vulcanologia (INGV). https://doi.org/10.13127/esm.3",false,eligible,
ESM,IT-2012-0028,IT-2012-0028,5G.T0813..HNE.D.IT-2012-0028.ACC.MP.ASC,,HNE,5G.T0813..HNE.D.IT-2012-0028.ACC.MP.ASC,5G,T0813,,horizontal acceleration,0.005,100.005,cm/s^2,m/s^2,20001,20001,explicit:DURATION_S,188.421234,188.421234,0.1921361871791080542285082062,2012-05-27,2012-05-27T18:18:45Z,44.8707,11.1642,training,https://esm-db.eu/esmws/eventdata/1/query?eventid=IT-2012-0028&catalog=ESM&network=5G&station=T0813&location=&channel=HN%2A&format=ascii&processing-type=MP&data-type=ACC&quality-class=GOOD,source_processed:MP;project_unit_normalized:cm/s^2->m/s^2,MP,GOOD,3f7423ba8bd4e6c90b07293cddec0bfa6dd8bd6c2aacda2576c428e1897e184f,26d7c07917532b223fbd824457ad36091aabbd3dc7130b194ca8db083f6b2d00,CC-BY4_0 (http://creativecommons.org/licenses/by/4.0/),"Mascandola C., Felicetta C., Russo E., Luzi L., Lanzano G., Sgobba S., Brunelli G., Ramadan F., Pacor F., ORFEUS Strong-Motion SMC (2026). Engineering Strong Motion Database (ESM), version 3.0. Istituto Nazionale di Geofisica e Vulcanologia (INGV). https://doi.org/10.13127/esm.3",false,eligible,
ESM,IT-2012-0028,IT-2012-0028,TV.MIR04..HNN.D.IT-2012-0028.ACC.MP.ASC,,HNN,TV.MIR04..HNN.D.IT-2012-0028.ACC.MP.ASC,TV,MIR04,,horizontal acceleration,0.005,100.005,cm/s^2,m/s^2,20001,20001,explicit:DURATION_S,175.93931,175.93931,0.1794081669071497402272947439,2012-05-27,2012-05-27T18:18:45Z,44.8707,11.1642,training,https://esm-db.eu/esmws/eventdata/1/query?eventid=IT-2012-0028&catalog=ESM&network=TV&station=MIR04&location=&channel=HN%2A&format=ascii&processing-type=MP&data-type=ACC&quality-class=GOOD,source_processed:MP;project_unit_normalized:cm/s^2->m/s^2,MP,GOOD,99a98a577b4be0a4472581a4927569ae08f6fcc1adf92f438081115770887457,975ff69be9f30cfb7cd5e9ff726a65cdd4feb751e409d51d43ae6706635fb1d8,CC-BY4_0 (http://creativecommons.org/licenses/by/4.0/),"Mascandola C., Felicetta C., Russo E., Luzi L., Lanzano G., Sgobba S., Brunelli G., Ramadan F., Pacor F., ORFEUS Strong-Motion SMC (2026). Engineering Strong Motion Database (ESM), version 3.0. Istituto Nazionale di Geofisica e Vulcanologia (INGV). https://doi.org/10.13127/esm.3",false,eligible,
ESM,IT-2012-0028,IT-2012-0028,5G.T0800..HNE.D.IT-2012-0028.ACC.MP.ASC,,HNE,5G.T0800..HNE.D.IT-2012-0028.ACC.MP.ASC,5G,T0800,,horizontal acceleration,0.005,30.005,cm/s^2,m/s^2,6001,6001,explicit:DURATION_S,183.233353,183.233353,0.1868460208124079068795154309,2012-05-27,2012-05-27T18:18:45Z,44.8707,11.1642,training,https://esm-db.eu/esmws/eventdata/1/query?eventid=IT-2012-0028&catalog=ESM&network=5G&station=T0800&location=&channel=HN%2A&format=ascii&processing-type=MP&data-type=ACC&quality-class=GOOD,source_processed:MP;project_unit_normalized:cm/s^2->m/s^2,MP,GOOD,1fe17e12a068b8e848a369011eba247f57be24e8aa21d9c76ecbe48386439f76,2a1a0aa20bd74f15ea37871675dc819e371fad97183514dd83594d3c6c81d324,CC-BY4_0 (http://creativecommons.org/licenses/by/4.0/),"Mascandola C., Felicetta C., Russo E., Luzi L., Lanzano G., Sgobba S., Brunelli G., Ramadan F., Pacor F., ORFEUS Strong-Motion SMC (2026). Engineering Strong Motion Database (ESM), version 3.0. Istituto Nazionale di Geofisica e Vulcanologia (INGV). https://doi.org/10.13127/esm.3",false,eligible,
ESM,IT-2012-0028,IT-2012-0028,5G.T0813..HNN.D.IT-2012-0028.ACC.MP.ASC,,HNN,5G.T0813..HNN.D.IT-2012-0028.ACC.MP.ASC,5G,T0813,,horizontal acceleration,0.005,100.005,cm/s^2,m/s^2,20001,20001,explicit:DURATION_S,197.734009,197.734009,0.2016325748344235799177089016,2012-05-27,2012-05-27T18:18:45Z,44.8707,11.1642,training,https://esm-db.eu/esmws/eventdata/1/query?eventid=IT-2012-0028&catalog=ESM&network=5G&station=T0813&location=&channel=HN%2A&format=ascii&processing-type=MP&data-type=ACC&quality-class=GOOD,source_processed:MP;project_unit_normalized:cm/s^2->m/s^2,MP,GOOD,5c1ff6148c376bafaaf3b4d21fbb45b415f7fd624f1f6dbf59dab2fafe348ffd,7c959abde225c47a0019f06fc89cf315a604ca6cd41ae4a9e34ac4f3258f6284,CC-BY4_0 (http://creativecommons.org/licenses/by/4.0/),"Mascandola C., Felicetta C., Russo E., Luzi L., Lanzano G., Sgobba S., Brunelli G., Ramadan F., Pacor F., ORFEUS Strong-Motion SMC (2026). Engineering Strong Motion Database (ESM), version 3.0. Istituto Nazionale di Geofisica e Vulcanologia (INGV). https://doi.org/10.13127/esm.3",false,eligible,
ESM,IT-2009-0105,IT-2009-0105,IT.AQP..HNN.D.IT-2009-0105.ACC.MP.ASC,,HNN,IT.AQP..HNN.D.IT-2009-0105.ACC.MP.ASC,IT,AQP,,horizontal acceleration,0.005,78,cm/s^2,m/s^2,15600,15600,explicit:DURATION_S,152.688416,152.688416,0.1556988533291185063196912299,2009-04-07,2009-04-07T21:34:29Z,42.372,13.374,training,https://esm-db.eu/esmws/eventdata/1/query?eventid=IT-2009-0105&catalog=ESM&network=IT&station=AQP&location=&channel=HN%2A&format=ascii&processing-type=MP&data-type=ACC&quality-class=GOOD,source_processed:MP;project_unit_normalized:cm/s^2->m/s^2,MP,GOOD,bb2122c44a7a76de7250c468441a9cf64d6ca130832c1736d7479952759aa7d8,e86310da3b4fdbeee8a801f8ccccd6ef360ac4183515760d8879683652e07d8e,CC-BY3_0-IT (http://creativecommons.org/licenses/by/3.0/deed.en),"Mascandola C., Felicetta C., Russo E., Luzi L., Lanzano G., Sgobba S., Brunelli G., Ramadan F., Pacor F., ORFEUS Strong-Motion SMC (2026). Engineering Strong Motion Database (ESM), version 3.0. Istituto Nazionale di Geofisica e Vulcanologia (INGV). https://doi.org/10.13127/esm.3",false,eligible,
ESM,IT-2009-0105,IT-2009-0105,IT.AQP..HNE.D.IT-2009-0105.ACC.MP.ASC,,HNE,IT.AQP..HNE.D.IT-2009-0105.ACC.MP.ASC,IT,AQP,,horizontal acceleration,0.005,78,cm/s^2,m/s^2,15600,15600,explicit:DURATION_S,166.358734,166.358734,0.169638698230282512376805535,2009-04-07,2009-04-07T21:34:29Z,42.372,13.374,training,https://esm-db.eu/esmws/eventdata/1/query?eventid=IT-2009-0105&catalog=ESM&network=IT&station=AQP&location=&channel=HN%2A&format=ascii&processing-type=MP&data-type=ACC&quality-class=GOOD,source_processed:MP;project_unit_normalized:cm/s^2->m/s^2,MP,GOOD,b540177fa0026e14ed416ff77a23fdef189ce56c25c2624bf8f29a8c888572ef,893175af9d12bd91b771fc51ad8f800a8010d0881ad7c22587cdca4f34795602,CC-BY3_0-IT (http://creativecommons.org/licenses/by/3.0/deed.en),"Mascandola C., Felicetta C., Russo E., Luzi L., Lanzano G., Sgobba S., Brunelli G., Ramadan F., Pacor F., ORFEUS Strong-Motion SMC (2026). Engineering Strong Motion Database (ESM), version 3.0. Istituto Nazionale di Geofisica e Vulcanologia (INGV). https://doi.org/10.13127/esm.3",false,eligible,
ESM,IT-2009-0105,IT-2009-0105,IT.AQK..HNN.D.IT-2009-0105.ACC.MP.ASC,,HNN,IT.AQK..HNN.D.IT-2009-0105.ACC.MP.ASC,IT,AQK,,horizontal acceleration,0.005,80,cm/s^2,m/s^2,16000,16000,explicit:DURATION_S,150.052856,150.052856,0.1530113300668423977607031963,2009-04-07,2009-04-07T21:34:29Z,42.372,13.374,training,https://esm-db.eu/esmws/eventdata/1/query?eventid=IT-2009-0105&catalog=ESM&network=IT&station=AQK&location=&channel=HN%2A&format=ascii&processing-type=MP&data-type=ACC&quality-class=GOOD,source_processed:MP;project_unit_normalized:cm/s^2->m/s^2,MP,GOOD,161050426d0f94ffff71b565993c0a4f6c02669449bcf7bd54c59da7033bbd2c,80edde08516686244979468b902eab33b1a8265091ed652a5b8360223e422f37,CC-BY3_0-IT (http://creativecommons.org/licenses/by/3.0/deed.en),"Mascandola C., Felicetta C., Russo E., Luzi L., Lanzano G., Sgobba S., Brunelli G., Ramadan F., Pacor F., ORFEUS Strong-Motion SMC (2026). Engineering Strong Motion Database (ESM), version 3.0. Istituto Nazionale di Geofisica e Vulcanologia (INGV). https://doi.org/10.13127/esm.3",false,eligible,
